WorkOrderID,Timestamp,ProductID,ProcessStep,MachineID,InputWeight_kg,GoodWeight_kg,ScrapWeight_kg,DurationHrs,EnergyConsumed_kWh,LossRateAssumed
WO-2024-CS-01000,2024-02-20,P-CS-BS-003,成型,成型-M1,9341.98,9061.72,280.26,27.2,1357.67,0.03
WO-2024-CS-01000,2024-02-20,P-CS-BS-003,檢測與包裝,檢測-M5,9061.72,9016.41,45.31,16.6,603.41,0.005
WO-2024-CS-01001,2024-02-20,P-CS-BS-003,盤元進料/酸洗,盤元-M5,9433.4,9386.23,47.17,3,149.29,0.005
WO-2024-CS-01001,2024-02-20,P-CS-BS-003,抽線,抽線-M2,9386.23,9245.44,140.79,51,895.76,0.015
WO-2024-CS-01001,2024-02-20,P-CS-BS-003,成型,成型-M3,9245.44,8968.08,277.36,40.3,1343.64,0.03
WO-2024-CS-01001,2024-02-20,P-CS-BS-003,檢測與包裝,檢測-M3,8968.08,8923.24,44.84,29.7,597.17,0.005
WO-2024-M10-01002,2024-02-20,P-M10-BN-002,盤元進料/酸洗,盤元-M2,640.6,637.4,3.2,0.8,10.11,0.005
WO-2024-M10-01002,2024-02-20,P-M10-BN-002,抽線,抽線-M4,637.4,627.84,9.56,1.4,60.65,0.015
WO-2024-M10-01002,2024-02-20,P-M10-BN-002,成型,成型-M5,627.84,609,18.84,2.4,90.97,0.03
WO-2024-M10-01002,2024-02-20,P-M10-BN-002,檢測與包裝,檢測-M4,609,605.96,3.04,2.1,40.43,0.005
WO-2024-CS-01003,2024-02-20,P-CS-BS-003,盤元進料/酸洗,盤元-M3,3073.3,3057.93,15.37,1.7,48.64,0.005
WO-2024-CS-01003,2024-02-20,P-CS-BS-003,抽線,抽線-M4,3057.93,3012.06,45.87,12.4,291.83,0.015
WO-2024-CS-01003,2024-02-20,P-CS-BS-003,成型,成型-M2,3012.06,2921.7,90.36,43.5,437.75,0.03
WO-2024-CS-01003,2024-02-20,P-CS-BS-003,檢測與包裝,檢測-M5,2921.7,2907.09,14.61,4.2,194.56,0.005
WO-2024-M12-01004,2024-02-20,P-M12-EH-001,盤元進料/酸洗,盤元-M3,3042.2,3026.99,15.21,1.4,43.39,0.005
WO-2024-M12-01004,2024-02-20,P-M12-EH-001,抽線,抽線-M1,3026.99,2981.59,45.4,6.3,260.35,0.015
WO-2024-M12-01004,2024-02-20,P-M12-EH-001,成型,成型-M5,2981.59,2892.14,89.45,11.3,390.52,0.03
WO-2024-M12-01004,2024-02-20,P-M12-EH-001,檢測與包裝,檢測-M5,2892.14,2877.68,14.46,4.1,173.57,0.005
WO-2024-M12-01005,2024-02-20,P-M12-EH-001,盤元進料/酸洗,盤元-M2,2619.9,2606.8,13.1,0.9,37.37,0.005
WO-2024-M12-01005,2024-02-20,P-M12-EH-001,抽線,抽線-M4,2606.8,2567.7,39.1,8.9,224.2,0.015
WO-2024-M12-01005,2024-02-20,P-M12-EH-001,成型,成型-M3,2567.7,2490.67,77.03,7.8,336.3,0.03
WO-2024-M12-01005,2024-02-20,P-M12-EH-001,檢測與包裝,檢測-M5,2490.67,2478.22,12.45,12,149.47,0.005
WO-2024-CS-01006,2024-02-20,P-CS-BS-003,盤元進料/酸洗,盤元-M1,5440.1,5412.9,27.2,2.6,86.1,0.005
WO-2024-CS-01006,2024-02-20,P-CS-BS-003,抽線,抽線-M2,5412.9,5331.71,81.19,16.1,516.57,0.015
WO-2024-CS-01006,2024-02-20,P-CS-BS-003,成型,成型-M5,5331.71,5171.76,159.95,24.5,774.86,0.03
WO-2024-CS-01006,2024-02-20,P-CS-BS-003,檢測與包裝,檢測-M5,5171.76,5145.9,25.86,7.2,344.38,0.005
WO-2024-CS-01007,2024-02-20,P-CS-BS-003,盤元進料/酸洗,盤元-M5,9677.3,9628.91,48.39,9,153.15,0.005
WO-2024-CS-01007,2024-02-20,P-CS-BS-003,抽線,抽線-M5,9628.91,9484.48,144.43,27.2,918.92,0.015
WO-2024-CS-01007,2024-02-20,P-CS-BS-003,成型,成型-M1,9484.48,9199.95,284.53,51,1378.38,0.03
WO-2024-CS-01007,2024-02-20,P-CS-BS-003,檢測與包裝,檢測-M4,9199.95,9153.95,46,43.1,612.61,0.005
WO-2024-M12-01008,2024-02-20,P-M12-EH-001,盤元進料/酸洗,盤元-M4,2640.6,2627.4,13.2,1.9,37.66,0.005
WO-2024-M12-01008,2024-02-20,P-M12-EH-001,抽線,抽線-M2,2627.4,2587.99,39.41,19.6,225.97,0.015
WO-2024-M12-01008,2024-02-20,P-M12-EH-001,成型,成型-M2,2587.99,2510.35,77.64,6.8,338.96,0.03
WO-2024-M12-01008,2024-02-20,P-M12-EH-001,檢測與包裝,檢測-M1,2510.35,2497.8,12.55,10.1,150.65,0.005
WO-2024-M12-01009,2024-02-20,P-M12-EH-001,盤元進料/酸洗,盤元-M5,1164.2,1158.38,5.82,0.7,16.61,0.005
WO-2024-M12-01009,2024-02-20,P-M12-EH-001,抽線,抽線-M1,1158.38,1141,17.38,3.1,99.63,0.015
WO-2024-M12-01009,2024-02-20,P-M12-EH-001,成型,成型-M4,1141,1106.77,34.23,3.4,149.45,0.03
WO-2024-M12-01009,2024-02-20,P-M12-EH-001,檢測與包裝,檢測-M2,1106.77,1101.24,5.53,2.9,66.42,0.005
WO-2024-M12-01010,2024-02-20,P-M12-EH-001,盤元進料/酸洗,盤元-M2,881.7,877.29,4.41,0.5,12.58,0.005
WO-2024-M12-01010,2024-02-20,P-M12-EH-001,抽線,抽線-M4,877.29,864.13,13.16,3.1,75.45,0.015
WO-2024-M12-01010,2024-02-20,P-M12-EH-001,成型,成型-M2,864.13,838.21,25.92,3.3,113.18,0.03
WO-2024-M12-01010,2024-02-20,P-M12-EH-001,檢測與包裝,檢測-M3,838.21,834.02,4.19,1.4,50.3,0.005
WO-2024-CS-01011,2024-02-21,P-CS-BS-003,盤元進料/酸洗,盤元-M3,6323.8,6292.18,31.62,2.1,100.08,0.005
WO-2024-CS-01011,2024-02-21,P-CS-BS-003,抽線,抽線-M2,6292.18,6197.8,94.38,14.6,600.48,0.015
WO-2024-CS-01011,2024-02-21,P-CS-BS-003,成型,成型-M4,6197.8,6011.87,185.93,27.1,900.72,0.03
WO-2024-CS-01011,2024-02-21,P-CS-BS-003,檢測與包裝,檢測-M1,6011.87,5981.81,30.06,11.4,400.32,0.005
WO-2024-M10-01012,2024-02-21,P-M10-BN-002,盤元進料/酸洗,盤元-M1,365.9,364.07,1.83,0.3,5.77,0.005
WO-2024-M10-01012,2024-02-21,P-M10-BN-002,抽線,抽線-M2,364.07,358.61,5.46,0.8,34.65,0.015
WO-2024-M10-01012,2024-02-21,P-M10-BN-002,成型,成型-M5,358.61,347.85,10.76,1.6,51.97,0.03
WO-2024-M10-01012,2024-02-21,P-M10-BN-002,檢測與包裝,檢測-M1,347.85,346.11,1.74,0.9,23.1,0.005
WO-2024-CS-01013,2024-02-21,P-CS-BS-003,盤元進料/酸洗,盤元-M2,4776.9,4753.02,23.88,2,75.6,0.005
WO-2024-CS-01013,2024-02-21,P-CS-BS-003,抽線,抽線-M2,4753.02,4681.72,71.3,34.1,453.6,0.015
WO-2024-CS-01013,2024-02-21,P-CS-BS-003,成型,成型-M2,4681.72,4541.27,140.45,15.5,680.4,0.03
WO-2024-CS-01013,2024-02-21,P-CS-BS-003,檢測與包裝,檢測-M4,4541.27,4518.56,22.71,10.1,302.4,0.005
WO-2024-M12-01014,2024-02-21,P-M12-EH-001,盤元進料/酸洗,盤元-M4,2680.3,2666.9,13.4,1.5,38.23,0.005
WO-2024-M12-01014,2024-02-21,P-M12-EH-001,抽線,抽線-M4,2666.9,2626.9,40,11.2,229.38,0.015
WO-2024-M12-01014,2024-02-21,P-M12-EH-001,成型,成型-M2,2626.9,2548.09,78.81,17.7,344.06,0.03
WO-2024-M12-01014,2024-02-21,P-M12-EH-001,檢測與包裝,檢測-M1,2548.09,2535.35,12.74,12,152.92,0.005
WO-2024-M10-01015,2024-02-21,P-M10-BN-002,盤元進料/酸洗,盤元-M2,389.1,387.15,1.95,0.5,6.14,0.005
WO-2024-M10-01015,2024-02-21,P-M10-BN-002,抽線,抽線-M5,387.15,381.34,5.81,3.2,36.84,0.015
WO-2024-M10-01015,2024-02-21,P-M10-BN-002,成型,成型-M2,381.34,369.9,11.44,2.1,55.26,0.03
WO-2024-M10-01015,2024-02-21,P-M10-BN-002,檢測與包裝,檢測-M5,369.9,368.05,1.85,0.5,24.56,0.005
WO-2024-M10-01016,2024-02-21,P-M10-BN-002,盤元進料/酸洗,盤元-M5,291.1,289.64,1.46,0.3,4.59,0.005
WO-2024-M10-01016,2024-02-21,P-M10-BN-002,抽線,抽線-M1,289.64,285.3,4.34,0.7,27.56,0.015
WO-2024-M10-01016,2024-02-21,P-M10-BN-002,成型,成型-M5,285.3,276.74,8.56,1.7,41.34,0.03
WO-2024-M10-01016,2024-02-21,P-M10-BN-002,檢測與包裝,檢測-M5,276.74,275.36,1.38,0.6,18.37,0.005
WO-2024-M12-01017,2024-02-21,P-M12-EH-001,盤元進料/酸洗,盤元-M2,2585.8,2572.87,12.93,1.5,36.88,0.005
WO-2024-M12-01017,2024-02-21,P-M12-EH-001,抽線,抽線-M5,2572.87,2534.28,38.59,12.5,221.29,0.015
WO-2024-M12-01017,2024-02-21,P-M12-EH-001,成型,成型-M2,2534.28,2458.25,76.03,26.6,331.93,0.03
WO-2024-M12-01017,2024-02-21,P-M12-EH-001,檢測與包裝,檢測-M3,2458.25,2445.96,12.29,3.3,147.52,0.005
WO-2024-M12-01018,2024-02-21,P-M12-EH-001,盤元進料/酸洗,盤元-M3,931.4,926.74,4.66,0.4,13.28,0.005
WO-2024-M12-01018,2024-02-21,P-M12-EH-001,抽線,抽線-M2,926.74,912.84,13.9,3.7,79.7,0.015
WO-2024-M12-01018,2024-02-21,P-M12-EH-001,成型,成型-M3,912.84,885.45,27.39,2.7,119.56,0.03
WO-2024-M12-01018,2024-02-21,P-M12-EH-001,檢測與包裝,檢測-M1,885.45,881.02,4.43,2.9,53.14,0.005
WO-2024-CS-01019,2024-02-21,P-CS-BS-003,盤元進料/酸洗,盤元-M1,6976.9,6942.02,34.88,7,110.42,0.005
WO-2024-CS-01019,2024-02-21,P-CS-BS-003,抽線,抽線-M2,6942.02,6837.89,104.13,28.3,662.5,0.015
WO-2024-CS-01019,2024-02-21,P-CS-BS-003,成型,成型-M5,6837.89,6632.75,205.14,23.4,993.76,0.03
WO-2024-CS-01019,2024-02-21,P-CS-BS-003,檢測與包裝,檢測-M4,6632.75,6599.59,33.16,31.6,441.67,0.005
WO-2024-CS-01020,2024-02-21,P-CS-BS-003,盤元進料/酸洗,盤元-M4,2862.9,2848.59,14.31,1.2,45.31,0.005
WO-2024-CS-01020,2024-02-21,P-CS-BS-003,抽線,抽線-M1,2848.59,2805.86,42.73,11.9,271.85,0.015
WO-2024-CS-01020,2024-02-21,P-CS-BS-003,成型,成型-M1,2805.86,2721.68,84.18,8.4,407.77,0.03
WO-2024-CS-01020,2024-02-21,P-CS-BS-003,檢測與包裝,檢測-M4,2721.68,2708.07,13.61,4.2,181.23,0.005
WO-2024-M12-01021,2024-02-21,P-M12-EH-001,盤元進料/酸洗,盤元-M2,1557.7,1549.91,7.79,1.7,22.22,0.005
WO-2024-M12-01021,2024-02-21,P-M12-EH-001,抽線,抽線-M1,1549.91,1526.66,23.25,2.9,133.3,0.015
WO-2024-M12-01021,2024-02-21,P-M12-EH-001,成型,成型-M1,1526.66,1480.86,45.8,5,199.96,0.03
WO-2024-M12-01021,2024-02-21,P-M12-EH-001,檢測與包裝,檢測-M5,1480.86,1473.46,7.4,1.9,88.87,0.005
WO-2024-M10-01022,2024-02-21,P-M10-BN-002,盤元進料/酸洗,盤元-M5,867.2,862.86,4.34,0.8,13.68,0.005
WO-2024-M10-01022,2024-02-21,P-M10-BN-002,抽線,抽線-M1,862.86,849.92,12.94,1.7,82.1,0.015
WO-2024-M10-01022,2024-02-21,P-M10-BN-002,成型,成型-M2,849.92,824.42,25.5,3.2,123.15,0.03
WO-2024-M10-01022,2024-02-21,P-M10-BN-002,檢測與包裝,檢測-M1,824.42,820.3,4.12,1.1,54.74,0.005
WO-2024-CS-01023,2024-02-21,P-CS-BS-003,盤元進料/酸洗,盤元-M1,13437.8,13370.61,67.19,7.8,212.67,0.005
WO-2024-CS-01023,2024-02-21,P-CS-BS-003,抽線,抽線-M4,13370.61,13170.05,200.56,58.5,1276,0.015
WO-2024-CS-01023,2024-02-21,P-CS-BS-003,成型,成型-M1,13170.05,12774.95,395.1,88.4,1914.01,0.03
WO-2024-CS-01023,2024-02-21,P-CS-BS-003,檢測與包裝,檢測-M1,12774.95,12711.08,63.87,32.7,850.67,0.005
WO-2024-CS-01024,2024-02-21,P-CS-BS-003,盤元進料/酸洗,盤元-M1,6324.9,6293.28,31.62,6.1,100.1,0.005
WO-2024-CS-01024,2024-02-21,P-CS-BS-003,抽線,抽線-M2,6293.28,6198.88,94.4,15.7,600.59,0.015
WO-2024-CS-01024,2024-02-21,P-CS-BS-003,成型,成型-M1,6198.88,6012.91,185.97,23.4,900.89,0.03
WO-2024-CS-01024,2024-02-21,P-CS-BS-003,檢測與包裝,檢測-M1,6012.91,5982.85,30.06,8.2,400.39,0.005
WO-2024-CS-01025,2024-02-21,P-CS-BS-003,盤元進料/酸洗,盤元-M4,4636.4,4613.22,23.18,4.9,73.38,0.005
WO-2024-CS-01025,2024-02-21,P-CS-BS-003,抽線,抽線-M4,4613.22,4544.02,69.2,11.4,440.26,0.015
WO-2024-CS-01025,2024-02-21,P-CS-BS-003,成型,成型-M4,4544.02,4407.7,136.32,23.7,660.39,0.03
WO-2024-CS-01025,2024-02-21,P-CS-BS-003,檢測與包裝,檢測-M3,4407.7,4385.66,22.04,6,293.51,0.005
WO-2024-M10-01026,2024-02-21,P-M10-BN-002,盤元進料/酸洗,盤元-M1,883.3,878.88,4.42,0.6,13.94,0.005
WO-2024-M10-01026,2024-02-21,P-M10-BN-002,抽線,抽線-M4,878.88,865.7,13.18,1.9,83.64,0.015
WO-2024-M10-01026,2024-02-21,P-M10-BN-002,成型,成型-M5,865.7,839.73,25.97,3,125.45,0.03
WO-2024-M10-01026,2024-02-21,P-M10-BN-002,檢測與包裝,檢測-M2,839.73,835.53,4.2,1.5,55.76,0.005
WO-2024-M10-01027,2024-02-21,P-M10-BN-002,盤元進料/酸洗,盤元-M3,701.5,697.99,3.51,0.8,11.07,0.005
WO-2024-M10-01027,2024-02-21,P-M10-BN-002,抽線,抽線-M3,697.99,687.52,10.47,2.5,66.42,0.015
WO-2024-M10-01027,2024-02-21,P-M10-BN-002,成型,成型-M1,687.52,666.89,20.63,4.1,99.63,0.03
WO-2024-M10-01027,2024-02-21,P-M10-BN-002,檢測與包裝,檢測-M1,666.89,663.56,3.33,1.4,44.28,0.005
WO-2024-CS-01028,2024-02-21,P-CS-BS-003,盤元進料/酸洗,盤元-M1,13005.1,12940.07,65.03,18.9,205.82,0.005
WO-2024-CS-01028,2024-02-21,P-CS-BS-003,抽線,抽線-M4,12940.07,12745.97,194.1,28.5,1234.92,0.015
WO-2024-CS-01028,2024-02-21,P-CS-BS-003,成型,成型-M1,12745.97,12363.59,382.38,168.6,1852.38,0.03
WO-2024-CS-01028,2024-02-21,P-CS-BS-003,檢測與包裝,檢測-M1,12363.59,12301.77,61.82,20.8,823.28,0.005
WO-2024-M12-01029,2024-02-21,P-M12-EH-001,盤元進料/酸洗,盤元-M2,1225.7,1219.57,6.13,0.5,17.48,0.005
WO-2024-M12-01029,2024-02-21,P-M12-EH-001,抽線,抽線-M1,1219.57,1201.28,18.29,4.1,104.89,0.015
WO-2024-M12-01029,2024-02-21,P-M12-EH-001,成型,成型-M5,1201.28,1165.24,36.04,6.5,157.34,0.03
WO-2024-M12-01029,2024-02-21,P-M12-EH-001,檢測與包裝,檢測-M3,1165.24,1159.41,5.83,2.2,69.93,0.005
WO-2024-CS-01030,2024-02-22,P-CS-BS-003,盤元進料/酸洗,盤元-M4,7669.5,7631.15,38.35,5.6,121.38,0.005
WO-2024-CS-01030,2024-02-22,P-CS-BS-003,抽線,抽線-M1,7631.15,7516.68,114.47,15.2,728.27,0.015
WO-2024-CS-01030,2024-02-22,P-CS-BS-003,成型,成型-M1,7516.68,7291.18,225.5,43.2,1092.4,0.03
WO-2024-CS-01030,2024-02-22,P-CS-BS-003,檢測與包裝,檢測-M4,7291.18,7254.72,36.46,23,485.51,0.005
WO-2024-M12-01031,2024-02-22,P-M12-EH-001,盤元進料/酸洗,盤元-M3,1467.7,1460.36,7.34,0.9,20.93,0.005
WO-2024-M12-01031,2024-02-22,P-M12-EH-001,抽線,抽線-M4,1460.36,1438.45,21.91,8.4,125.6,0.015
WO-2024-M12-01031,2024-02-22,P-M12-EH-001,成型,成型-M2,1438.45,1395.3,43.15,16.8,188.4,0.03
WO-2024-M12-01031,2024-02-22,P-M12-EH-001,檢測與包裝,檢測-M1,1395.3,1388.32,6.98,2.6,83.73,0.005
WO-2024-CS-01032,2024-02-22,P-CS-BS-003,盤元進料/酸洗,盤元-M2,12253.7,12192.43,61.27,12.8,193.93,0.005
WO-2024-CS-01032,2024-02-22,P-CS-BS-003,抽線,抽線-M2,12192.43,12009.54,182.89,41,1163.57,0.015
WO-2024-CS-01032,2024-02-22,P-CS-BS-003,成型,成型-M4,12009.54,11649.25,360.29,44.6,1745.35,0.03
WO-2024-CS-01032,2024-02-22,P-CS-BS-003,檢測與包裝,檢測-M1,11649.25,11591,58.25,31.7,775.71,0.005
WO-2024-CS-01033,2024-02-22,P-CS-BS-003,盤元進料/酸洗,盤元-M5,4303.1,4281.58,21.52,1.9,68.1,0.005
WO-2024-CS-01033,2024-02-22,P-CS-BS-003,抽線,抽線-M5,4281.58,4217.36,64.22,20.5,408.61,0.015
WO-2024-CS-01033,2024-02-22,P-CS-BS-003,成型,成型-M2,4217.36,4090.84,126.52,15,612.92,0.03
WO-2024-CS-01033,2024-02-22,P-CS-BS-003,檢測與包裝,檢測-M5,4090.84,4070.39,20.45,9.4,272.41,0.005
WO-2024-M12-01034,2024-02-22,P-M12-EH-001,盤元進料/酸洗,盤元-M4,2876.2,2861.82,14.38,2.3,41.02,0.005
WO-2024-M12-01034,2024-02-22,P-M12-EH-001,抽線,抽線-M4,2861.82,2818.89,42.93,6.6,246.14,0.015
WO-2024-M12-01034,2024-02-22,P-M12-EH-001,成型,成型-M2,2818.89,2734.32,84.57,8.5,369.2,0.03
WO-2024-M12-01034,2024-02-22,P-M12-EH-001,檢測與包裝,檢測-M4,2734.32,2720.65,13.67,4.2,164.09,0.005
WO-2024-M10-01035,2024-02-22,P-M10-BN-002,盤元進料/酸洗,盤元-M2,700.5,697,3.5,0.3,11.05,0.005
WO-2024-M10-01035,2024-02-22,P-M10-BN-002,抽線,抽線-M5,697,686.54,10.46,2.1,66.32,0.015
WO-2024-M10-01035,2024-02-22,P-M10-BN-002,成型,成型-M2,686.54,665.94,20.6,2.9,99.48,0.03
WO-2024-M10-01035,2024-02-22,P-M10-BN-002,檢測與包裝,檢測-M2,665.94,662.61,3.33,2.2,44.22,0.005
WO-2024-M10-01036,2024-02-22,P-M10-BN-002,盤元進料/酸洗,盤元-M2,392.3,390.34,1.96,0.2,6.19,0.005
WO-2024-M10-01036,2024-02-22,P-M10-BN-002,抽線,抽線-M5,390.34,384.48,5.86,0.8,37.14,0.015
WO-2024-M10-01036,2024-02-22,P-M10-BN-002,成型,成型-M1,384.48,372.95,11.53,1.1,55.71,0.03
WO-2024-M10-01036,2024-02-22,P-M10-BN-002,檢測與包裝,檢測-M1,372.95,371.09,1.86,1.9,24.76,0.005
WO-2024-CS-01037,2024-02-22,P-CS-BS-003,盤元進料/酸洗,盤元-M1,9552.7,9504.94,47.76,4.1,151.18,0.005
WO-2024-CS-01037,2024-02-22,P-CS-BS-003,抽線,抽線-M3,9504.94,9362.37,142.57,77.3,907.1,0.015
WO-2024-CS-01037,2024-02-22,P-CS-BS-003,成型,成型-M4,9362.37,9081.5,280.87,28.3,1360.64,0.03
WO-2024-CS-01037,2024-02-22,P-CS-BS-003,檢測與包裝,檢測-M3,9081.5,9036.09,45.41,32.7,604.73,0.005
WO-2024-M12-01038,2024-02-22,P-M12-EH-001,盤元進料/酸洗,盤元-M5,717,713.42,3.58,0.8,10.23,0.005
WO-2024-M12-01038,2024-02-22,P-M12-EH-001,抽線,抽線-M2,713.42,702.72,10.7,3.2,61.36,0.015
WO-2024-M12-01038,2024-02-22,P-M12-EH-001,成型,成型-M2,702.72,681.64,21.08,5.8,92.04,0.03
WO-2024-M12-01038,2024-02-22,P-M12-EH-001,檢測與包裝,檢測-M1,681.64,678.23,3.41,0.9,40.91,0.005
WO-2024-M12-01039,2024-02-22,P-M12-EH-001,盤元進料/酸洗,盤元-M3,2273.2,2261.83,11.37,0.7,32.42,0.005
WO-2024-M12-01039,2024-02-22,P-M12-EH-001,抽線,抽線-M2,2261.83,2227.9,33.93,10,194.54,0.015
WO-2024-M12-01039,2024-02-22,P-M12-EH-001,成型,成型-M1,2227.9,2161.06,66.84,8.9,291.8,0.03
WO-2024-M12-01039,2024-02-22,P-M12-EH-001,檢測與包裝,檢測-M4,2161.06,2150.25,10.81,3.2,129.69,0.005
WO-2024-M12-01040,2024-02-22,P-M12-EH-001,盤元進料/酸洗,盤元-M2,1860.2,1850.9,9.3,0.6,26.53,0.005
WO-2024-M12-01040,2024-02-22,P-M12-EH-001,抽線,抽線-M1,1850.9,1823.14,27.76,6.3,159.19,0.015
WO-2024-M12-01040,2024-02-22,P-M12-EH-001,成型,成型-M5,1823.14,1768.45,54.69,21.8,238.79,0.03
WO-2024-M12-01040,2024-02-22,P-M12-EH-001,檢測與包裝,檢測-M2,1768.45,1759.61,8.84,2.6,106.13,0.005
WO-2024-CS-01041,2024-02-22,P-CS-BS-003,盤元進料/酸洗,盤元-M2,7399,7362.01,36.99,2.5,117.1,0.005
WO-2024-CS-01041,2024-02-22,P-CS-BS-003,抽線,抽線-M4,7362.01,7251.58,110.43,15.8,702.59,0.015
WO-2024-CS-01041,2024-02-22,P-CS-BS-003,成型,成型-M2,7251.58,7034.03,217.55,38.6,1053.88,0.03
WO-2024-CS-01041,2024-02-22,P-CS-BS-003,檢測與包裝,檢測-M3,7034.03,6998.86,35.17,10.8,468.39,0.005
WO-2024-M12-01042,2024-02-22,P-M12-EH-001,盤元進料/酸洗,盤元-M2,3264.7,3248.38,16.32,1.1,46.56,0.005
WO-2024-M12-01042,2024-02-22,P-M12-EH-001,抽線,抽線-M2,3248.38,3199.65,48.73,7.1,279.38,0.015
WO-2024-M12-01042,2024-02-22,P-M12-EH-001,成型,成型-M3,3199.65,3103.66,95.99,34.8,419.08,0.03
WO-2024-M12-01042,2024-02-22,P-M12-EH-001,檢測與包裝,檢測-M3,3103.66,3088.14,15.52,6.7,186.26,0.005
WO-2024-CS-01043,2024-02-22,P-CS-BS-003,盤元進料/酸洗,盤元-M4,9179.2,9133.3,45.9,10.9,145.27,0.005
WO-2024-CS-01043,2024-02-22,P-CS-BS-003,抽線,抽線-M2,9133.3,8996.3,137,55.2,871.62,0.015
WO-2024-CS-01043,2024-02-22,P-CS-BS-003,成型,成型-M4,8996.3,8726.41,269.89,29.5,1307.44,0.03
WO-2024-CS-01043,2024-02-22,P-CS-BS-003,檢測與包裝,檢測-M3,8726.41,8682.78,43.63,22.1,581.08,0.005
WO-2024-M12-01044,2024-02-22,P-M12-EH-001,盤元進料/酸洗,盤元-M1,1500.7,1493.2,7.5,1.5,21.41,0.005
WO-2024-M12-01044,2024-02-22,P-M12-EH-001,抽線,抽線-M3,1493.2,1470.8,22.4,5.2,128.43,0.015
WO-2024-M12-01044,2024-02-22,P-M12-EH-001,成型,成型-M1,1470.8,1426.68,44.12,17.7,192.65,0.03
WO-2024-M12-01044,2024-02-22,P-M12-EH-001,檢測與包裝,檢測-M4,1426.68,1419.55,7.13,2.6,85.62,0.005
WO-2024-M12-01045,2024-02-22,P-M12-EH-001,盤元進料/酸洗,盤元-M4,2493.8,2481.33,12.47,0.8,35.57,0.005
WO-2024-M12-01045,2024-02-22,P-M12-EH-001,抽線,抽線-M3,2481.33,2444.11,37.22,5.2,213.42,0.015
WO-2024-M12-01045,2024-02-22,P-M12-EH-001,成型,成型-M5,2444.11,2370.79,73.32,19.8,320.12,0.03
WO-2024-M12-01045,2024-02-22,P-M12-EH-001,檢測與包裝,檢測-M5,2370.79,2358.94,11.85,3.3,142.28,0.005
WO-2024-CS-01046,2024-02-23,P-CS-BS-003,盤元進料/酸洗,盤元-M3,13707.9,13639.36,68.54,12.6,216.94,0.005
WO-2024-CS-01046,2024-02-23,P-CS-BS-003,抽線,抽線-M3,13639.36,13434.77,204.59,42.7,1301.66,0.015
WO-2024-CS-01046,2024-02-23,P-CS-BS-003,成型,成型-M2,13434.77,13031.73,403.04,39.4,1952.49,0.03
WO-2024-CS-01046,2024-02-23,P-CS-BS-003,檢測與包裝,檢測-M2,13031.73,12966.57,65.16,38.6,867.77,0.005
WO-2024-M10-01047,2024-02-23,P-M10-BN-002,盤元進料/酸洗,盤元-M4,678.5,675.11,3.39,0.9,10.71,0.005
WO-2024-M10-01047,2024-02-23,P-M10-BN-002,抽線,抽線-M1,675.11,664.98,10.13,1.5,64.25,0.015
WO-2024-M10-01047,2024-02-23,P-M10-BN-002,成型,成型-M2,664.98,645.03,19.95,2.7,96.37,0.03
WO-2024-M10-01047,2024-02-23,P-M10-BN-002,檢測與包裝,檢測-M3,645.03,641.8,3.23,1.1,42.83,0.005
WO-2024-M10-01048,2024-02-23,P-M10-BN-002,盤元進料/酸洗,盤元-M2,392,390.04,1.96,0.2,6.19,0.005
WO-2024-M10-01048,2024-02-23,P-M10-BN-002,抽線,抽線-M5,390.04,384.19,5.85,0.8,37.11,0.015
WO-2024-M10-01048,2024-02-23,P-M10-BN-002,成型,成型-M5,384.19,372.66,11.53,2,55.67,0.03
WO-2024-M10-01048,2024-02-23,P-M10-BN-002,檢測與包裝,檢測-M5,372.66,370.8,1.86,0.5,24.74,0.005
WO-2024-CS-01049,2024-02-23,P-CS-BS-003,盤元進料/酸洗,盤元-M3,3885,3865.57,19.43,2.7,61.48,0.005
WO-2024-CS-01049,2024-02-23,P-CS-BS-003,抽線,抽線-M1,3865.57,3807.59,57.98,22.1,368.91,0.015
WO-2024-CS-01049,2024-02-23,P-CS-BS-003,成型,成型-M4,3807.59,3693.36,114.23,20.5,553.36,0.03
WO-2024-CS-01049,2024-02-23,P-CS-BS-003,檢測與包裝,檢測-M5,3693.36,3674.89,18.47,7.9,245.94,0.005
WO-2024-M12-01050,2024-02-23,P-M12-EH-001,盤元進料/酸洗,盤元-M5,2907.3,2892.76,14.54,1.3,41.47,0.005
WO-2024-M12-01050,2024-02-23,P-M12-EH-001,抽線,抽線-M2,2892.76,2849.37,43.39,23.7,248.8,0.015
WO-2024-M12-01050,2024-02-23,P-M12-EH-001,成型,成型-M2,2849.37,2763.89,85.48,15.7,373.2,0.03
WO-2024-M12-01050,2024-02-23,P-M12-EH-001,檢測與包裝,檢測-M3,2763.89,2750.07,13.82,6,165.87,0.005
WO-2024-M10-01051,2024-02-23,P-M10-BN-002,盤元進料/酸洗,盤元-M5,512.2,509.64,2.56,0.5,8.08,0.005
WO-2024-M10-01051,2024-02-23,P-M10-BN-002,抽線,抽線-M1,509.64,502,7.64,1,48.5,0.015
WO-2024-M10-01051,2024-02-23,P-M10-BN-002,成型,成型-M5,502,486.94,15.06,3.1,72.74,0.03
WO-2024-M10-01051,2024-02-23,P-M10-BN-002,檢測與包裝,檢測-M3,486.94,484.51,2.43,3.1,32.33,0.005
